Review	Label
삼성카드는 앞으로 쓰지 않겠습니다[SEP]불편함이 많아서	15
지금도 친절합니다	1
친절합니다	1
OOO 직원님 정확히 알아보고 답변해 주세요 오 안내 후 번복하여 재 안내하는 부분은 신뢰감이 떨어집니다	1
수고 많으셨어요	16
친절하고 샹 냥함	1
화면으로 보는 거 좀 낮 설어요	9
늘 감사할 다름입니다	16
통화 연결 전까지의 대기 시간이 원활하게 이루어졌으면 좋겠습니다[SEP]상담 사의 노고에 감사 드립니다	2
오늘 상담 사는 자기 의견만 내세워 불쾌했다	1
포인트가 안 쌓임	3
착하 세요 친절하세요	1
대기 시간이 빨라서 만족함니다	2
아시아나 마일리지 적립카드가 있는지 여쭤 보았는데 적립되는 카드가 없다 하니 어이가 없었습니다[SEP]홈페이지 상에서 이미 보고 문의 드렸는데	1
수고가 많으십니다[SEP]힘들어도 화 이 팅	16
역시 삼성입니다	15
곧바로 상담 직원으로 넘어가는 단축 키가 있었음 합니다	9
OOO 상담 원님 신속 정확하게 상담해 주셔서 감사합니다	1
업습니다[SEP]친 절	1
보이는 에이알에스가 특별히 편리하지 가 않음	9
친절한 상담 만족함	1
더운 날씨 수고하세요	16
상담원이 친절해서 매우 만족스렀읍니다	1
상담 사와의 연결하는데 시간이 많이 소요됩니다	2
현재에 만족합니다	16
연회비부담	6
5번 문항에 대한 답은 해당 없음 불편함 느끼지 못함 이상	0
앱이 너무 복잡함 좀 더 수월하게 확인할 수 잇어야 함	9
항상 수고하셨습니다	16
친절하게 상담함	1
친절하게 상담해 주어서 만족합니다	1
친절하십니다	1
음성 ARS로 바로 연결되게 해 주세요 음성 ARS 이용까지 거쳐야 하는 과정이 너무 불편하네요	9
개인정보 확인이 간편해서 좋았음	1
친절하고 언어가 부드럽다	1
7 8 월 금액을 합산하여 한번에 선 결제 후 7월 결제 예정금액은 마이너스로 8월은 그대로 이 길래 문의했는데 1 2시간 이내에 처리해 준다고 했으나 5 시간 뒤 7월 금액 중복 결제됨	1
수고하셨읍니다[SEP]감사합니다	16
항상 친절한 상담 감사합니다	1
만족 합니다	16
ARS 선택 전에 스마트 폰에 선택 화면이 뜨는 게 불편하네요[SEP]ARS 선택 버튼이 따로 없어서 한참 찾느라 세 번만에 연결되었어요[SEP]다른 카드사에 비해 이용이 너무 복잡해요	9
상담원의 경력이 어떤지는 모르나 너무 형식적이고 좀더 적극적으로 처리하려는 의지가 안보입니다[SEP]고객의 입장에서 잘 이해가 안되는 부분이 있어 물어보는데 형식적으로만 대답할 뿐 이해를 시켜 주는 부분은 아닌 거 같습니다	1
궁금한 내용을 메뉴 얼대로만 답 해 주는 건 상담 신청 한 사람으로부터 짜증을 나게 합니다[SEP]모르고 답답해서 물어보는 걸 저지시키고 자기 답변만 하는 상담원은 정말 교육이 필요합니다	1
상담 직원 친절하셔서 충분히 잘 알아듣고 이해가 됐읍니다[SEP]감사합니다	1
고객이 원하는 사항을 확인하고 처리를 해 줘야지[SEP]자꾸 자기가 하고 싶은 말만하고 내 말은 듣지도 않고 답답해 죽는지 알았음	1
상담원 연결이 바로 될 수 있도로 하면 참 좋을 거 같아요[SEP]상담원과 통화 연결되기까지 너무 복잡합니다	9
각종행사프로 모션 포인트를 문자로 미리 알려 주셨으면 합니다	3
친절하게 상담 해 주셔서 감사합니다	1
나이를 먹으니 이런 것에 익숙하지 않아서 조심스러운데 어떤 문제를 신청하면 예 재난기금신청해서 신청되었다 하면 언제부터 가능한지 바로 알려 주시면 좋겠습니다	8
상담 사 연결시간만 줄었으면 좋겠어요	2
카드의 혜택을 물어보는데 본인이 보유하지 않은 카드라고 혜택 설명을 거부당한 적 있는데 개인정보가 필요한 중요한 내용도 아닌데 설명을 안해 준거에 대해 납득이 가지 않았음	1
친절하여 좋았다	1
너무 친절했어요	1
수고 하세용	16
신카드 발행전화 안 왔으면 좋겠다	13
친절하고 신속하게 처리해 주셔서 감사합니다	1
OOO 상담원님 친절하고 빠른 상담 감사합니다	1
수고 많으십니다[SEP]감사합니다	16
항상 감사합니다[SEP]수고 많으십니다	16
모든 게 만족입니다	16
대기 시간 단축을 위해 카카오 알림 관련 멘트 지워 주세요 바로 원하는 음성 또는 문자 연결 멘트로	9
대기 시간 짧아서 좋았습니다	2
역시 삼성 맴 입니다	15
친절하게 주어 셔요	1
해당 상담의 답이 틀렸습니다[SEP]오 캐이 캐시 백 통한 링크도 할인이 되는 걸로 푸쉬알람이 떴습니다	1
상담 사 연결 대기 시간이 넘 기러 여	2
상담원 연결까지 시간이 오래 걸려요	2
너무 친절하셨음 상담원님	1
실수 한 거에 죄송하다 했는데 다음 부터는 이러지 마라는 식 화를 내는 말투	1
질문을 좀더 빨리 이해하여 신속히 답해 주었으면 합니다[SEP]그러나 전반적으로 만족합니다[SEP]감사합니다	1
상담 직원과 빠른 속도로 연결이 되길 원합니다	2
만약 그 상담 원 그냥 두 실 거면 저도 진짜 삼성카드 홈페이지에 다시 올릴게요[SEP]아니 살살 화를 올라 유 게 하고 목소리 커지니까 화내냐[SEP]면서 대답도 다 듣십하고 내가 화를 머 얼마나 냈다고[SEP]목소리 커진 게 화입니까[SEP]제가 짜증을 당 스자 한 테 내 길 했나요[SEP]아 님 욕을 했나요[SEP]진짜 너무 화나내요	1
고객센터 처음 연결 시 화면 ARS로 자동 연결되는 게 어른들도 사용하기 어렵고 20 대인 제가 사용하기도 어 렵 습 니더	9
대기 시간이 너무 늦다	2
고객의 소리에 귀 기울여 주세요	1
나긋나긋한 목소리 친절한 안내 감사합니다	1
친절하게 상담감사 드림니다	1
나에게 맞는 이벤트 등이 있을 때에 미리 문자로 알려 주면 좋겠습니다	3
상담원 바로 연결 서비스 필요앱에서 어디를 터치해야 하는지 매우 불편함	9
년 회비가 좀 비싸다고[SEP]생각함 타	6
삼성카드 앱은 신한 카드 앱보다 편리하지 않습니다[SEP]신한 카드 앱처럼 편하게 바뀌길 바래요홈페이지가 불편해서 상담원과 통화해서 일처리하는 게 더 빠르고 편합니다[SEP]신한 탑스 클럽이라고 많은 금액을 이용하는 고객은 더 빠르게 상담 가능합니다[SEP]참고하시면 좋을 것 같네요	9
언제나 만족합니다[SEP]8개의 카드사를 사용하는데 그 중 제일 좋아요	15
없습니다[SEP]매우 만족합니다	16
대기 시간만 줄어들면좋겠습시다 상담원 분들에 겐 늘 감사합니다	2
삼성카드의 서비스가 점점 안 좋아져서 카드 해지를 고려함	15
친절	1
다른 카드 회사는 고객이 불편함을 느낀 것을 이야기 하면 해결하려고 노력을 하는데 원칙적인 이야기만 늘어놓고 해결이 안되어서 기분을 도리어 나쁘게 하네요	1
고객이 어떤 내용으로 상담을 하는지 무엇이 궁금하고 무엇을 요청하는 지에 대한 상담 직원의 공감능력이나 자질이 부족한 것 같습니다[SEP]회사규정을 말하기 전에 고객의 필요사항이 뭔지를 파악하고 만약 불가능하면 규정을 말 하거 나서 왜 안 되는 지를 설명해 줘야 하지 않을까요	1
상담 사 연결까지의 대기 시간이 김	2
ARS 연결이 어렵습니다	9
너무 친절하게 응대해 주셔서 감사합니다	1
상담원 가의 통화 연결이 빨라서 좋았습니다	2
상담원 연결이 빨리 되어 좋아요	2
카드 중에 번이라 생각하고 삼성카드를 선택했는데 배송 중 불쾌한 일이 생겨 카드 자체를 취소하는 일이 발생되었네요[SEP]사 전알림 이나 시간 엄수가 꼭 필요합니다	5
화면 터치 안하고 상담원과 바로 연결바람	9
대기 시간이 상대적으로 찳 아 좋았	2
친절한 답변 감사 드립니다	1
친절해서 감사해요	1
친절하셔서	1
실적과 관련된 부분이 어플에 자세히 나와서 실적부분과 아닌 부분을 보기 쉽게 표시해 놓으면 상담 사 연결할 필요도 없을 것이고 상담도 더 빠르게 진행될 것 같다	9
최악으로 불친절하내요[SEP]오늘 상담한 두 분 다	1
친절에 감사	1
친절이 보약입니다	1
일시불 포인트 적립 프로가 많아요	3
삼성카드 상담 불편 사항이 없음	15
미리 결제를 자주 사용하는데 쉽고 간단하게 느껴지지 않습니다[SEP]결제 후에 결제 내역이 뜨기까지 이틀은 걸리는 것 같아 즉시 결제를 애용하는 입장에선 타사 카드에 비해 삼성카드는 좀 까다로운 거 같습니다[SEP]단순하게 사용하기 편하게 개선 부탁 드립니다	6
연회비 비 싸요	6
늘 고객을 위하여 수고 하심에 감사 드립니다	16
대기 시간이 너무 길어서 불편합니다	2
문의 내용에 대해서 상담할 때마다 너무 친절하고 신속 정확하게 처리해 주셔서 항상 만족합니다[SEP]친 절한 답변 신속 정확한 처리 감사합니다	1
만족합니다	16
친절하고 좋았습니다	1
친절 했읍니다	1
연결시 시간이 오래 걸려요	2
나이가 있는 우리들은 어려운 말을 알아듣기 힘 듬 예 어려운 전문용어 웜 등 등	1
ARS 또는 직원통화를 처음 첫 화면 부터 선택할 수 있었으면 좋겠습니다	9
지금 만족합니다	16
친절한 상담 만족합니다	1
선 결재 시 입금하면 이용 가능금액이 하루 둬 문자가 오는데 입금 시 바로 문 자보 내주심 좋겠네요[SEP]개인적인 바 렘 있다면 삼성카드에 운영하는 은행 있였응좄겠다 느끼곤 합니다[SEP]그래야 삼성카드회원들도 더 좋은 금융해 택을 받을 수 있지 안을 까 하는 바램입니다	6
통화 대기 시간 기다리는 시간이 길다	2
상담원들이 친절하셨습니다	1
보이는 ars 너무 복잡해요	9
친절한 상담 서비스 감사해요	1
질문에 고정 멘트보다 책임을 지을 수 있는 좀더 상식이 풍부하고 진짜고객을 위한 써비스가 되길 바람니다	1
ars 연결 시에 상담원과 연결하고 싶은데 자꾸 화면 터치하는 것으로 넘어가서 상담원과 연결 하기가 쉽지 않았습니다	9
오늘은 정확한 답변 신속하고 친절한 답변 감사 드립니다	1
친절하게 응대 감사합니다	1
최고의 삼성 늘 고맙습니다	15
항상 수고 해요	16
Sk 텔레콤 고객센터 친절하기도 하지만 내가 궁금한 것 들 도 궁금하지 아니한 것 들 도 궁금하게 만들게끔 하는 설명도 매우 만족스럽습니다	16
고객관리 부서 는 상당히 문제가 많네요[SEP]고객전화 하는데 말투도 그렇고 고객을 완전 범인 취급하덧이 말하네요[SEP]상당히 문제 많네요[SEP]카드 상담 사와 차이가 훨씬 납니다[SEP]기분 정말 드럽읍니다	1
삼성전자 임직원의 복지 항목에 대해 알기 쉽게 간단한 게 아닌 설명한 앱페이지나 웹 페이지가 필요하다	11
결제 일 결제금액 출금시간이 너무 빠릅니다[SEP]저녁 6시까지라는 데 다른 카드처럼 더 늦은 시간으로 연장 바랍니다	6
감사 합니다	16
상담원이 상투적인 이야기만 하는대 매우 불쾌하다	1
전화 연결시 다지[SEP]털 ars 연결 외에도 상담원 연결을 바로 할 수 있었으면 좋겠습니다	9
민원인의 마음을 먼저 이해한 다음 상담하는 기본적인 예의를 가졌으면 좋겠다 상담으로 인해 기분이 매우 불쾌하다	1
친절하고 정확한 상담 감사 드려요	1
상담원 연결이 잘돼 었으면 좋겠어요	2
정말 더러운 카드회사	15
오 눌도 수고 많으셨어요	16
연결되기까지 시간이 오래 걸려서 불편해요	2
상담원과 바로 연결할 수 있는 시스템이 강화됐으면 함 전화했는데 화면으로 상담유형을 찾기가 쉽지 않아 매우 불편함 고객 세타에서 문의해 문자로 답변 받아 상담원과 통화하려고 전화했는데 상담원 연결까지 시간이 오래 걸려 매우 불편함	9
상담원 교육 똑바로 시키길 바랍니다	1
OOO 상담 사의 친절한 답변에 감사 드립니다	1
통화 연결 힘 듬	2
빠른 통화 연결	2
마스크로 인해 목소리 약간 높은 톤이 필요	1
삼성카드 연회비가 너무 바 쌉니다	6
매우 좋아요	16
상담원 과의 연결이 너무 오래 걸 니다	2
상담원 연결하고 시 픈 데 디지털 화면에서 하게 하는 거 아주 불편함	9
보이는 화면으로 상담 시 상담 사 연결이 어려워서 힘들어요[SEP]어 딜 터치해야 할지 한참 찾다가 결국엔 음성으로 상담을 진행했습니다[SEP]이 점을 수정해 주세요	9
상담 사 연결이 오래 걸림	2
설 득력 있는 설명과 이해 할 수 있는 설명부족	1
연결시간이 김	2
상담 직원에게 친절해 달라고 하는 멜 트는 나오면서 정작 상담 직원이 딱딱한 말투로 안된다는 말만 되풀이하는군요[SEP]요즘 아주 보기 드물게 불친절한 직원이었습니다	1
보이는 링크로 접속해서 문자로 받는 형식은 일반 어플에서도 다 할 수 있는 거라[SEP]전화하는 목적은 그 안에서도 안되는 거기 때문에 해당부분은 없는 게 더 나은 듯 합니다	9
모르면 빨리 아는 사람한테 물어봅시다	1
수고요	16
카드에 회비 면제요	6
감사 합니다	16
너무 친절 하세요 감사합니다	1
너무 친절하셔서 감사 드립니다	1
맨 처음 화면에 스마트 폰을 보면서 누르기 하는 게 생각보다 어렵네요	9
친절상담 감사합니다	1
앱에 1 1로 상담원과 채팅으로 질문하는 시스템도 있으면 좋겠다	9
더운데 수고가 많의 신데 화이팅하세요	16
안내원 연결까지 대기 시간이 너무 길어요	2
빠른 연결이 좋았습니다	2
삼성카드 택배 배달 시 사전 전화 약속하고 카드 배달 하세요 기본 아닙니까[SEP]집에서 작업 중 갑자기 인터폰 울려 손에 이 물질 뭍 어 손을 씻고 잠시 후 APT 현관 문 눌러 작동 삼성카드 택배 배달 자가 하는 말이 왜 문 안 열어 주는데 반말 하면서 반복 해서 함 작업 중 손에 이물질이 뭍 어 늦었다고[SEP]말함 팔순 밑자리 인 내가 젊은 사람에게 모욕을 당하니 기분이 나쁘고 불쾌하다 삼성카드와 더 이상 거래하고 싶지 않다	5
대기 시간을 줄였으면 좋겠네요	2
앱에 결제대금 입금에 대해서 조정을 할 수 있게 했으면 좋겠습니다	9
친절하게 잘 응대해 주셨어요[SEP]감사합니다	1
앱 통 라지 않고 문자처럼 바로 볼 수 있게 사용 내역을 볼 수 있으면 좋겠 습 니디	6
친절하게 상담해 주셔서 감사합니다	1
화면 누르는 게 너무 싫어요[SEP]제발 좀 없애주시길요	9
자세히 안내하고 이렇게 시간 끌지는 않습니다[SEP]대답도 애매모호하지 않고 정확하게 응대합니다	1
너무 친절하십니다	1
언성을 높이 시는 고객상담 직원 불쾌하네요	1
골드회원이라 전화 연결을 빨리 해 주니 감사합니다	2
Ars는 너무 복잡함 쉽게 빠르게 접근함이 필요함	9
말이 빠른 사람이 있는데 조금 천천히 하면 좋겠읍니다	1
반복적 같은 문장 외우는 멘트	1
어플에 결제대금 바로 결제라고 되어 있고 간단하게 확인될 수 있게 되어 있으면 좋겠어요[SEP]다른 카드어플이랑 다르게 보기해 깔리네요	9
상담원이 스크립트 읽으며 고객 응대하는 것이 부자연 스럽고 친절 하다는 느낌이 없음	1
ARS 연결이 너무 느려서 복잡하고 해서 연세가 많으 싴 어르신들은 이용 못할 거 같음 친 절한 상	9
전반적으로 만족하고 있습니다	16
친절하게 상담해 주셔서 고맙습니다	1
제가 혜택카드 물어보면 이것저것 대표적인 더 말해 주시면 좋을 텤 대 자꾸 종류가 많다는 둥 홈페이지 보라는 둥 말하기 귀찮나요	1
상담원이 친절하게 설명해 주셔 감사함니다	1
상담원 전화 연결까지 핸드폰에 뜨는 내용들 로 인해 상담원 연결까지 불편함	9
기다리는 시간이 너무 길다 없다	2
없어요[SEP]만족래요	16
상담원 목소리가 너무 작아 잘 들리지 안으니 내 목소리 만 커지는 것 같아 불편 햇습니다	1
상담원이 너무 친절하여서 기분이 너무 좋았음	1
친절하게 설명을 잘 받았어요[SEP]감사합니다	1
중고차 활 부도 저렴한 이율로 적용했으면 하고 개인 과의 거래 하더라도 활 부 진행했으면 합니다[SEP]참 그리고 저 같은 경우는 다른 회사 캐피탈을 이용하다 삼성으로 바꾸려 핬 는데 아직 그런 상품이 없다 하여 조금 아쉽슴니다	4
대화가 빨라 이해 불가합니다	1
너무 친절해서 정말 감사 햇음 니다	1
메리츠는 굉장히 친절합니다[SEP]고객을 소중히 여기는 듯	16
전반적으로 만족함	16
그런대로 만족합니다	16
통화가 빨리 연결되는 점 시원함	2
써비스는 대체로 만족한 편입니다	16
OOO 상담원님 아주 친절합니다[SEP]감사합니다	1
매우 만족하고 있습니다	16
처음에 ars 문자 넣어 준다구[SEP]하는 데 전 바로 상담 사 통화가 하고 싶은데 그 거 대기 시간이 2 3분 걸리더라구요[SEP]한번만 하고 바로 버튼 식으로 해 주라는 음성이 나왔음 좋겠어요	9
디지털 ARS로 바뀌고 상담원 연결이 바로 되지 않아 불편했습니다[SEP]화면으로 하기 어려운 일이라 상담원 연결을 하려고 하는 건데 전보다 찾기도 힘들고 어려움이 있습니다	9
수고 많습니다	16
카드사묭에 만족하고 있음	15
대기 시간이 너무 길어요[SEP]30분 대기하다 다시 전화했습니다	2
전체적인 불편함과 불만은 없었습니다[SEP]상기 문항의 불편함도 없을 정도로 좋았습니다	16
친절하셔서 좋앙요	1
대기 시간이 짧았으면 좋겠읍니다	2
너무 친절하셔서 기분이 좋았습니다[SEP]감사합니다	1
좋은 하루 되 세요 감사합니다	16
연회비 부담 없이 삼성카드를 계속 사용할 수 있는 카드 종류가 쭉 나오길	6
무이자 혜택이 많아 잘 쓰고 있어요	3
계좌 잔고가 좀 부족해서 카드 대금이 다 빠져나가지 못했는데 다음 달로 자동 리볼빙 되는 거 보다 미납금이 2차로 빠져나가거나앱에서 미납금 납부하기 버튼이 따로 있어서 쉽게 결제할 수 있으면 좋을 거 같습니다[SEP]앱에서 찾아보려고 해도 없어서 전화로 처리했습니다	9
가끔 인내심 없고 짜증스런 답변을 하는 상담원은 참 불편해서 끊고 다시 통화하면 다른 상담원 을 만 수 있다 상담원 교육이 조금 더 필요하다	1
친절합니다[SEP]감사합니다	1
항상 친절한 상담 감사 드립니다	1
친절하게 설명해 주셔서 감사함니다	1
다 들 마스크 쓰고 너무 고생하고 계신데 저는 제미확인으로 과 입금된 환 불은 언제 입 급되든 상관없고 결제금액만 입금 확인되서 더이상 문자가 안 오기를 제가 따로 연락해서 확인해야 되는 상황이 없기를 확인 차 전화한 거고 카드제한될 수도 있다는 문자가 전날 예약된 거라는 얘기를 진작했으면 저도 업무 중 여서 바로 끊었을 텐데 문의 말 한 마디 할 때마다 어이 없다는 듯이 끊긴 건가[SEP]싶게 아무 말도 없이 가만히 있는 상담태도에 매우 불쾌합니다	1
통화 연결 너무 힘듭니다	2
일단 어투가 너무 불쾌하게 느껴졌어요[SEP]전화 끊고 불쾌감을 느끼네요[SEP]고객의 입장에서 상담하시길 부탁 드립니다	1
지금도 만족 합니다	16
만족했음	16
친절해서 감사해요	1
상담 사분이 너무 친절하다	1
Ars 화면이용이 서툴러서 헤 맺음	9
삼성카드는 서민을 위한 회사가 아니라 오로지 회사이익만 추구하기에 기대할 수 없음 다른 카드사도 마찬가지 카드를 안 쓰고 싶음	15
잘 햇은 데 친절이 좀 부족합니다	1
보다 더 친절한 다가 오는 써비스 부탁합니다	1
상담원 연결까지 가 시간 지연이 많다	2
상담 사분 너무 친절하셨습니다[SEP]감사합니다	1
무이자 개월수 좀 늘려 줬으면	3
OOO 님 너무 친절하셔요	1
상담원이 너무 친절하세요	1
삼성카드 사에서 보안을 위해 제 카드를 모니터링해 주고 있는지는 몰랐습니다[SEP]보이스 피 싱 당한 줄 알았는데 상담원과 통화를 하고 안심할 수 있었습니다[SEP]너무 감사합니다	9
상담 통화 대기 시간이 최대한 줄였으면 합니다	2
연회비 없는 카드가 있음 좋겠어요	6
친 절하 군요	1
화상 통화 불필요 한데 누르는 디 저 털 ars 까지 대기하는 시간이 너무 길어 불편합니다	9
삼성카드 사는 상담 사가 넘 권위적임	1
오늘같이 상담원 연결이 원활히 되어 좋았습니다	2
가끔 아무것도 모르는 직원이 상담할 때 화가 납 니다 상품에 대한 직원의 역량을 키워야 함	1
ARS 넘 복잡해요	9
친절하게 상담해 주어서 감사합니다	1
골드회원 전용전화 상담원 비치되어 있 으면 좋겠어요	2
통화 대기 시간이 너무 길다	2
매우 친절하게 상담해 주셨습니다	1
하면 터치가 좀 불편함	9
친절한 상담원	1
매우 만족합니다[SEP]감사합니다	16
화면상담이 너무 불편함 ars 음성 이 더 편리함	9
4번 문항의 1 2 3번 문항은 안내 후 자동 문자로 처리하는 시스템이 좋으며 전화상으로 안내가 지속되어 지면 고객들은 더 불편해 합니다[SEP]통신사 상담 사로 일해 봐서 전화로 안내 시 더 불필요한 사항이 됩니 더 4번 문항은 알아주기 원하는 고객에게 적용하는 게 맞습니다[SEP]전고객 대상은 아닙니다[SEP]5번 문의의 문항은 스크립트 상 안내가 안될 겅 우엔 고객 성향에 맞는 유도 리가 발생하는 게 맞습니다[SEP]무조건 평가기준으로는 상담 사만 지칩니다	1
다른 앱에서 경험한 건데 앱에 1 1로 상담원과 채팅으로 질문하는 시스템도 있으면 좋겠다	9
애교스러운 친절함에 감사합니다	1
상담원 연결이 좀더 빨랐으면 합니다	2
알아듣기 쉽게 설명 부탁	1
전화 연결이 매우 어렵슴다	2
상담 직원의 친절함에 너무 기분 좋았습니다[SEP]상담 직원을 칭찬합니다	1
화면 터치 식에서 음성 ars로 돌아가는 버튼이 잘 찾아 지지 않음	9
다소 빠르고 틱틱 거리는 말투 기분 더 럽 더 물어보지 말고 빨리 끊어 였음	1
신속 친절입니다	1
빠른 안내 친절 처리 감사합니다	1
감사합니다[SEP]만족입니다	16
5번은 해당사항이 없는데요	1
지나친 광고는 안해도 됩니다	13
상담원 분 너무 친절하십니다	1
감사하고 친절하네요	1
대기 시간이 길어요	2
친절하고 만족합니다	1
친절하게 응대를 해 주셔서 감사 드립니다	1
너무 친절하여 감사할 뿐입니다	1
바쁠 때 앱으로 하라 고시 간을 끌 때 무지 힘들다	9
너무 오래 기다려서 미치겠어요[SEP]15887800 상담 사신 속 연결	2
지방세 납부에 대해 상담 원했는데 전혀 내용을 숙지 못하고 딴소리 여태 까지 통화한 상담원 중 최고로 실망	1
Ars 상담원 통화까지 긴 경로가 불편	9
링크 연결 예전처럼 한번에 추가할 수 있는 버튼 생성요	3
없습니다[SEP]코로나 19로 수고가 많으십니다	16
핸드폰 화면 터치 내용이 넘 많음	9
통화 고객의 니즈 상품 구매 욕구 를 정확히 파악하여 그에 따른 적절하고 신속한 고객 응대가 통화상 요구됩니다	1
통화 대기 시간이 길어 요감 사합니다	2
상담원 연결이 빠르게 이루어 졌슴 합니다	2
매우 만족 합니다	16
친절하게 상담해 주셔서 정말 감사합니다	1
상담원이 너무 친절했다	1
친절 감사	1
매우 만족했습니다	16
바쁜 생활이라 빠른 통화 연결되는 곳이 최고	2
상담 직원 문자 보내는 형식 좀 고쳐 주세요	1
너무 친절하셔서 감사합니다	1
부분 선 결제 미리 하기가 불편합니다	6
오늘 상담 OOO 씨는 많이 부족한 듯하며 고객이 당연 모를 수 있는 부분 등 제대로 전달이 안되어 피드백이 어려 었으며 고객입장에서 무안했었고 그 분과의 상담은 피하고 싶습니다[SEP]결론은 같은 내용이지 먀 아닌 듯 합니다	1
지금처럼 친절하게 쭈욱	1
친절하시고 상담하시는데 기분을 좋게 해 주셔서 감사했습니다	1
친절한 응대 감사합니다	1
너무 친절하세요	1
디지털 ars 로만 나오니 부모님 연배에서는 카드사 연결 못하겠다고[SEP]하시네요[SEP]버튼식 ars도 선택가능 하도 록 개선 요청 드립니다	9
5번 질문은 딱히 고를 게 없는데 골라야 넘어갈수있너서 선택했습니다	1
항상 친절한 상담 감사 드립니다	1
앱을 통한 결재가 복잡합니다[SEP]그래서 번번히 전화를 하게 되는데 상담원 연결이 안되는 경우가 많습니다[SEP]이전에 신한 카드 사용하였는데 참 편리했습니다	2
항상 친절 감사합니다	1
전화 모바일 연결 시 상담원 연결 버튼 좀 바로 나왔으면 좋겠습니다	9
고객센터에 전화 연결하면 처음에 보이는 ars로 안 넘어갔으면 합니다[SEP]보이는 화면이 단순하면 좋을 것 같은데 어플처럼 뭔 가 복잡해서 젊은 저도 헤매고 있었는데 부모님 세대는 더 힘들 것 같아요	9
보이는 ars 인지 지랄인지 메뉴 존나 보기 힘듦	9
친절하셔서 감사	1
항상 친절함에 감사 드립니다	1
항상 고맙습니다	16
5번 문제는 답할 필요없는데 답을 강요해서 그냥 답했음	1
휴대폰 알림 서비스 해지 및 5만원 이상 거래에 대해 알림 무료 신청이 앱에서 처리 불가	9
친절한 상담에 감사 드립니다	1
디지털 ars 사용시 미 접수 건 확인 불가능 요금 선납시 미처리 확인 불가능	9
불친 철 사무적	1
목소리도 차분하시고 너무 친절하셔서 감사했습니다	1
소비자가 이해하기 어려워할 경우 친절한 답변 요구됨 용무가 끝났음에도 친절하게 답변해 주지 않으면서 오히려 카드론 사용에 대한 상품 설명 허락은 했으나 다음에 하겠다고[SEP]하는 대도 더 길게 설명하는 그런 속 보이는 매출 올리기 전략이 더 불쾌했습니다	1
5번 항 답변내용 없음	1
좋아요[SEP]매우 만족합니다	16
만족합니다	16
무이자 할부 요망	3
수고 많으십니다[SEP]화 이 팅	16
모바일 명세와 종이 명세서 함께 받을 순 없나요	6
만족 만족 함	16
너무 통화 대기 시간이 길다	2
상담원과 연결이 항상 잘 되질 않아요[SEP]빠르게 연결이 되었으면 합니다	2
고객 응대 시 고객이 원하는 바를 정확히 파악하여 빠른 처리 응대해 주시면 더욱 좋겠습니다	1
ARS 사용에 너무 어렵다	9
ARS 응답기 안내 멘트 시 생각할 시간 없이 버튼 조작을 하도록 안내하기에 익숙하지 않은 사람은 불편 또는 상담 원 연결을 희망할 수 밖에 없다	9
상담원님 너무 친절하셔서 친절 삼성카드의 마스코트가 되 실만합니다[SEP]친절 응대에 감사 드립 니다 수고하세요	1
다른 카드사보다 빨리 통화해서 매우 편리했음	2
목소리가 작아요	1
너무 친절 하세요 감사합니다	1
연락 준다고 하더니 안해 줬습니다	1
다 친절	1
상담 감사요	16
문의하면 번복 안 어셔 면 좋겠읍니다	1
만족 합니당	16
인원 보충을 해서 라도 빠르게 연결될 수 있도록 해 주세요	2
상담 사와 통화 연결이 빨랐음	2
누르는 ars 할 꺼면 앱으로 해결 했겟쥬 고마 상담원 연결 해 주 이소	9
다른 회사보다 기다리는 시간이 찔 바 서 좋았어요	2
바름이 정확 했으면 좋겠어요[SEP]개 중 너무 애 쁘 게 하다 보니	1
친절하고 정확한 상담 감사 드립니다	1
이벤트 무이자할 부시 문자 요청 드립니다	3
대기 시간과 통화가 바로 연결되면 좋겠다	2
목소리가 좀더 부드러웠으면 것 다	1
상담원 분들이 참 친절하세요	1
친절한 응대에 감사 드립니다	1
디지털 ARS 등등 초기 안내에서 쓸데없이 대기 시간이 많아 불편함 통화로 문의할 수밖에 없는 사람들도 있는데 자동화시스템 구성이 고객을 배려하지 않음	9
상담 사님의 친절한 상담이 참 좋았습니다[SEP]감사합니다	1
안내원의 친절함에 감사 드립니다	1
너무 친절하셨어요	1
한도를 높여 주셔서 충분히 만족하고 있읍니다	7
친절한 상담에 감사함을 느껏습니다	1
대기 시간이 짧다	2
연회비를 없애주면 좋겠습니다[SEP]단 기준금액 충족이 적정선에서 완료되면 면제	6
디지털 연결로 바로 되는 건 불편 하다 어르신들 절대 상담원 연결 못하시겠네요	9
지금 현재로도 만족합니다	16
만족했습니다[SEP]만족했습니다[SEP]만족했습니다[SEP]만족했습니다[SEP]만족했습니다[SEP]만족했습니다	16
친절 햇어요	1
바쁘신 시간대에 친절하게 상담해 주셔서 감사 드립니다	1
수고 많습니다	16
